horizon,MAE_return,RMSE_return,MAE_price,sMAPE_price,DirAcc,Binom_p,PT_p,DM_p_SE,DM_d_SE,DM_p_AE,DM_d_AE,MZ_intercept,MZ_slope,MZ_F_p,Runs_p,LjungBox_p,Brier,Brier_raw,Brier_uncertainty,Brier_uncertainty_raw,Brier_resolution,Brier_resolution_raw,Brier_reliability,Brier_reliability_raw,MCE,MCE_raw,AUC,AUC_raw,ECE,ECE_raw,Conf_Coverage@90%,Conf_Width@90%,Strategy_best_threshold,Sharpe_strategy,MDD_strategy,Turnover,Strategy_active_fraction,Sharpe_naive_long,Sharpe_naive_flat,Strat@0.55_Sharpe,Strat@0.55_Turnover,Strat@0.55_HitRate,Strat@0.60_Sharpe,Strat@0.60_Turnover,Strat@0.60_HitRate,folds
1.000000±0.000000,0.026584±0.022917,0.030773±0.028554,3136.663562±2775.882921,2.656746±2.289217,0.512500±0.031484,0.554056±0.188474,0.823599±0.151706,0.000000±0.000001,0.001746±0.002471,0.000000±0.000000,0.023827±0.022452,0.004859±0.012270,0.663012±0.937288,0.000000±0.000000,0.435240±0.433188,0.128365±0.138601,0.249708±0.002757,0.265678±0.019601,0.247974±0.000800,0.247974±0.000800,0.001527±0.001542,0.002075±0.001785,0.004249±0.002973,0.021537±0.017666,0.173801±0.183266,0.242844±0.146211,0.530224±0.026479,0.569675±0.038923,0.050641±0.019178,0.125326±0.069257,0.832812±0.211521,0.113715±0.148258,0.550000±0.000000,-0.318535±9.551611,-0.000492±0.000735,0.005186±0.008866,0.078125±0.152374,-1.279384±14.877716,0.000000±0.000000,-0.318535±9.551611,0.005186±0.008866,0.042188±0.084375,-0.318535±9.551611,0.005186±0.008866,0.042188±0.084375,5
