horizon,MAE_return,RMSE_return,MAE_price,sMAPE_price,DirAcc,Binom_p,PT_p,DM_p_SE,DM_d_SE,DM_p_AE,DM_d_AE,MZ_intercept,MZ_slope,MZ_F_p,Runs_p,LjungBox_p,Brier,Brier_raw,Brier_uncertainty,Brier_uncertainty_raw,Brier_resolution,Brier_resolution_raw,Brier_reliability,Brier_reliability_raw,MCE,MCE_raw,AUC,AUC_raw,ECE,ECE_raw,Conf_Coverage@90%,Conf_Width@90%,Strategy_best_threshold,Sharpe_strategy,MDD_strategy,Turnover,Strategy_active_fraction,Sharpe_naive_long,Sharpe_naive_flat,Strat@0.55_Sharpe,Strat@0.55_Turnover,Strat@0.55_HitRate,Strat@0.60_Sharpe,Strat@0.60_Turnover,Strat@0.60_HitRate,folds
1.000000±0.000000,0.040706±0.028073,0.051977±0.039071,4773.738354±3416.944466,4.065028±2.800474,0.498437±0.028125,0.614938±0.157338,0.807585±0.201950,0.000012±0.000015,0.004204±0.004713,0.000000±0.000000,0.037312±0.027798,-0.003487±0.006432,0.146436±0.299728,0.000000±0.000000,0.208983±0.361969,0.140187±0.280374,0.250883±0.001165,0.273628±0.037233,0.248987±0.000536,0.248987±0.000536,0.001269±0.002431,0.004455±0.003359,0.003443±0.003764,0.030020±0.037079,0.121940±0.172049,0.256256±0.067768,0.516262±0.007645,0.552284±0.047219,0.038301±0.018507,0.134534±0.094065,0.798438±0.094709,0.120008±0.096229,0.550000±0.000000,nan±nan,0.000000±0.000000,0.000000±0.000000,0.000000±0.000000,-4.703362±6.476862,0.000000±0.000000,nan±nan,0.000000±0.000000,0.000000±0.000000,nan±nan,0.000000±0.000000,0.000000±0.000000,5
