horizon,MAE_return,RMSE_return,MAE_price,sMAPE_price,DirAcc,Binom_p,DM_p_SE,DM_d_SE,DM_p_AE,DM_d_AE,MZ_intercept,MZ_slope,MZ_F_p,Runs_p,LjungBox_p,Brier,Brier_raw,Brier_uncertainty,Brier_uncertainty_raw,Brier_resolution,Brier_resolution_raw,Brier_reliability,Brier_reliability_raw,AUC,AUC_raw,ECE,ECE_raw,Conf_Coverage@90%,Conf_Width@90%,Sharpe_strategy,MDD_strategy,Turnover,Sharpe_naive_long,Sharpe_naive_flat,folds
1.000000,0.030592,0.061115,3409.434570,3.054488,0.484321,0.636843,0.000001,0.003712,0.000000,0.027183,-0.000243,-0.001561,0.000000,0.001095,0.000000,0.250049,0.251090,0.249997,0.249997,0.000250,0.000250,0.000265,0.000556,0.460567,0.460567,0.016043,0.022941,0.895470,0.236049,nan,0.000000,0.000000,-5.547880,0.000000,1
