horizon,MAE_return,RMSE_return,MAE_price,sMAPE_price,DirAcc,Binom_p,PT_p,DM_p_SE,DM_d_SE,DM_p_AE,DM_d_AE,MZ_intercept,MZ_slope,MZ_F_p,Runs_p,LjungBox_p,Brier,Brier_raw,Brier_uncertainty,Brier_uncertainty_raw,Brier_resolution,Brier_resolution_raw,Brier_reliability,Brier_reliability_raw,MCE,MCE_raw,AUC,AUC_raw,ECE,ECE_raw,Conf_Coverage@90%,Conf_Width@90%,Strategy_best_threshold,Sharpe_strategy,MDD_strategy,Turnover,Strategy_active_fraction,Sharpe_naive_long,Sharpe_naive_flat,Strat@0.55_Sharpe,Strat@0.55_Turnover,Strat@0.55_HitRate,Strat@0.60_Sharpe,Strat@0.60_Turnover,Strat@0.60_HitRate,folds
1.000000±0.000000,0.025087±0.031683,0.029976±0.036696,2991.296851±3939.096500,2.506113±3.163331,0.518750±0.043245,0.470317±0.282332,0.580503±0.369208,0.186843±0.373479,0.002222±0.004106,0.075689±0.151379,0.021709±0.031361,-0.000789±0.000953,0.295127±0.495937,0.003754±0.007508,0.171336±0.342595,0.159708±0.319416,0.249552±0.001051,0.253217±0.003148,0.248901±0.000698,0.248901±0.000698,0.005303±0.008581,0.006828±0.006446,0.006119±0.007873,0.011594±0.009305,0.198028±0.203410,0.169128±0.134329,0.551160±0.049998,0.550482±0.045922,0.053086±0.040336,0.080415±0.039103,0.826562±0.130485,0.068922±0.067417,0.550000±0.000000,12.431297±0.000000,-0.000655±0.001309,5.313020±10.626039,0.098437±0.196875,-4.704203±5.812255,0.000000±0.000000,12.431297±0.000000,5.313020±10.626039,0.059375±0.118750,12.431297±0.000000,5.313020±10.626039,0.059375±0.118750,5
